08-13 15:28 drqa.retriever.tfidf_doc_ranker INFO     Loading /work/mithunpaul/fever/my_fork/fever-baselines/data/index/fever-tfidf-ngram=2-hash=16777216-tokenizer=simple.npz
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Edmund H. North was an American citizen .
08-13 15:28 root         DEBUG    Edmund Hall North -LRB- March 12 , 1911 -- August 28 , 1990 -RRB- , was an American screenwriter who shared an Academy Award for Best Original Screenplay with Francis Ford Coppola in 1970 for their script for Patton .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Aparshakti Khurana appeared in a film .
08-13 15:28 root         DEBUG    Khurana made his Bollywood debut with Aamir Khan 's `` Dangal '' . Dangal -LRB- Wrestling competition -RRB- is a 2016 Indian Hindi-language biographical sports drama film directed by Nitesh Tiwari .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Gin is a wine .
08-13 15:28 root         DEBUG    Gin is a spirit which derives its predominant flavour from juniper berries -LRB- Juniperus communis -RRB- . A distilled beverage , spirit , liquor , hard liquor or hard alcohol is an alcoholic beverage produced by distillation of grains , fruit , or vegetables that have already gone through alcoholic fermentation . As examples , this term does not include beverages such as beer , wine , sake , and cider , as they are fermented but not distilled .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Fidel Castro lost all elections for President of Cuba .
08-13 15:28 root         DEBUG    Fidel Alejandro Castro Ruz -LRB- -LSB- fiˈðel aleˈhandɾo ˈkastɾo ˈrus -RSB- ; August 13 , 1926 -- November 25 , 2016 -RRB- was a Cuban revolutionary and politician who governed the Republic of Cuba as Prime Minister from 1959 to 1976 and then as President from 1976 to 2008 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Brick -LRB- film -RRB- is a film .
08-13 15:28 root         DEBUG    Brick is a 2005 American neo-noir mystery film written and directed by Rian Johnson in his directorial debut , starring Joseph Gordon-Levitt .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Sancho Panza is a character in a novel written by Don Miguel de Cervantes Saavedra .
08-13 15:28 root         DEBUG    Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    English people are descended from the Angles as a result of migration .
08-13 15:28 root         DEBUG    The English identity is of early medieval origin , when they were known in Old English as the Angelcynn -LRB- `` family of the Angles '' -RRB- . Their ethnonym is derived from the Angles , one of the Germanic peoples who migrated to Great Britain around the 5th century AD .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Bullitt is an American drama and thriller .
08-13 15:28 root         DEBUG    Bullitt is a 1968 American drama -- thriller film directed by Peter Yates and produced by Philip D'Antoni .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Franchising is regulated in over thirty countries .
08-13 15:28 root         DEBUG    Thirty-three countries -- including the United States and Australia -- have laws that explicitly regulate franchising , with the majority of all other countries having laws which have a direct or indirect effect on franchising .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Tom DeLonge formed a band in high school .
08-13 15:28 root         DEBUG    He formed Blink-182 with bassist Mark Hoppus and drummer Scott Raynor during his high school years .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    There is a website called Yandex .
08-13 15:28 root         DEBUG    The Yandex.ru home page has been rated the most popular website in Russia .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Lockhead Martin F-35 Lightning II was an expensive aircraft .
08-13 15:28 root         DEBUG    The program is the most expensive military weapons system in history , and has been much criticized inside and outside government , in the U.S. and in allied countries .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    On December 27 , 1931 , Scotty Moore was born .
08-13 15:28 root         DEBUG    Winfield Scott `` Scotty '' Moore III -LRB- December 27 , 1931 -- June 28 , 2016 -RRB- was an American guitarist and recording engineer .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The 1974 American dramatic crime film The Sugarland Express was directed by Steven Spielberg .
08-13 15:28 root         DEBUG    The Sugarland Express is a 1974 American crime drama film co-written and directed by Steven Spielberg in his theatrical feature film directorial debut .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Omar Khadr was convicted .
08-13 15:28 root         DEBUG    His conviction and sentence were widely denounced by civil rights groups and various newspaper editorials .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Joe Rogan had an acting career .
08-13 15:28 root         DEBUG    After relocating to Los Angeles in 1994 , Rogan signed an exclusive developmental deal with Disney , appeared as an actor on the television sitcoms Hardball and NewsRadio , and worked in local comedy clubs .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Anne Sullivan was an American teacher .
08-13 15:28 root         DEBUG    Johanna Mansfield Sullivan Macy -LRB- April 14 , 1866 -- October 20 , 1936 -RRB- , better known as Anne Sullivan , was an American teacher , best known for being the instructor and lifelong companion of Helen Keller .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Matthew Gray Gubler is a model .
08-13 15:28 root         DEBUG    Matthew Gray Gubler -LRB- born March 9 , 1980 -RRB- is an American actor , director , fashion model and painter .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Edgar Wright is a person who directs .
08-13 15:28 root         DEBUG    Edgar Howard Wright -LRB- born 18 April 1974 -RRB- is an English director , screenwriter , producer , and actor .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Republic of Macedonia is in Southeast Europe and is very cultured .
08-13 15:28 root         DEBUG    Republika Makedonija -RRB- , is a country in the Balkan peninsula in Southeast Europe .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Brick -LRB- film -RRB- is a mystery film .
08-13 15:28 root         DEBUG    Brick is a 2005 American neo-noir mystery film written and directed by Rian Johnson in his directorial debut , starring Joseph Gordon-Levitt .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Seohyun is from South Korea .
08-13 15:28 root         DEBUG    Seo Ju-hyun -LRB- born June 28 , 1991 -RRB- , known professionally as Seohyun , is a South Korean singer and actress .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Bullitt is a movie directed by Phillip D'Antoni .
08-13 15:28 root         DEBUG    Bullitt is a 1968 American drama -- thriller film directed by Peter Yates and produced by Philip D'Antoni .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Kellogg 's products are only manufactured in one country .
08-13 15:28 root         DEBUG    The Kellogg Company -LRB- also Kellogg 's , Kellogg , and Kellogg 's of Battle Creek -RRB- is an American multinational food manufacturing company headquartered in Battle Creek , Michigan , United States .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    How to Train Your Dragon 2 used scalable multicore processing .
08-13 15:28 root         DEBUG    How to Train Your Dragon 2 benefited from advances in animation technology and was DreamWorks ' first film to use scalable multicore processing and the studio 's new animation and lighting software .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Cry of the Owl is a thriller film .
08-13 15:28 root         DEBUG    The Cry of the Owl is a 2009 thriller film based on Patricia Highsmith 's book of the same name .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Uranium-235 was discovered five years before 1935 .
08-13 15:28 root         DEBUG    It was discovered in 1935 by Arthur Jeffrey Dempster .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Gal Gadot was ranked ahead of Bar Rafaeli or highest earning actress/models in Israel .
08-13 15:28 root         DEBUG    In 2013 she was ranked as the second highest earning actress/models in Israel , behind Bar Refaeli , but ahead of Esti Ginzburg and Shlomit Malka , with the majority of her income coming from acting .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Sandra Bullock was in George Lopez .
08-13 15:28 root         DEBUG    She was an executive producer of the ABC sitcom , George Lopez , and made several appearances during its run .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Henry II of France was not involved with the cause of a war about religion .
08-13 15:28 root         DEBUG    He was succeeded in turn by three of his sons , whose ineffective reigns helped to spark the French Wars of Religion between Protestants and Catholics .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    John Deighton was forced to pursue other criminals .
08-13 15:28 root         DEBUG    By 1864 , Deighton was forced to pursue other lines of work as he developed health problems -LRB- swelling of the legs and feet -RRB- .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Creedence Clearwater Revival was a band .
08-13 15:28 root         DEBUG    Creedence Clearwater Revival , often informally abbreviated to Creedence or CCR , was an American rock band active in the late 1960s and early 1970s .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Franchising is regulated in at least one country .
08-13 15:28 root         DEBUG    Thirty-three countries -- including the United States and Australia -- have laws that explicitly regulate franchising , with the majority of all other countries having laws which have a direct or indirect effect on franchising .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Beaverton , Oregon is a place .
08-13 15:28 root         DEBUG    Beaverton is a city in Washington County , in the U.S. state of Oregon .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    AMGTV is an American television network .
08-13 15:28 root         DEBUG    AMGTV is an American family-oriented television network featuring television programming consisting of drama , sports , movies , entertainment , how-to , hunting and fishing , children 's shows , and other features .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    During the Battle of France , English forces occupied Paris .
08-13 15:28 root         DEBUG    German forces occupied Paris unopposed on 14 June after a chaotic period of flight of the French government that led to a collapse of the French army .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Kleshas only open the mind .
08-13 15:28 root         DEBUG    Kleshas -LRB- -LSB- क्लेश , kleśa -RSB- किलेस kilesa ; ཉ ན མ ངས nyon mongs -RRB- , in Buddhism , are mental states that cloud the mind and manifest in unwholesome actions .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Chile is part of South America .
08-13 15:28 root         DEBUG    Chile , is a South American country occupying a long , narrow strip of land between the Andes to the east and the Pacific Ocean to the west .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    In Oklahoma , Stephen Hillenburg was born .
08-13 15:28 root         DEBUG    Born in Lawton , Oklahoma and raised in Anaheim , California , Hillenburg became fascinated with the ocean as a child and also developed an interest in art .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Renato Balestra studied for a degree in engineering .
08-13 15:28 root         DEBUG    Born in Trieste , Renato Balestra comes from a family of architects and engineers and after a childhood steeped in the Mid-European cultural environment of the area , he too began studying for a degree in civil engineering .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Rian Johnson wrote Brick -LRB- film -RRB- .
08-13 15:28 root         DEBUG    Brick is a 2005 American neo-noir mystery film written and directed by Rian Johnson in his directorial debut , starring Joseph Gordon-Levitt .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Michaela Watkins has a full name .
08-13 15:28 root         DEBUG    Michaela Suzanne Watkins -LRB- born December 14 , 1971 -RRB- is an American actress and comedian .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Hedda Gabler 's world premiere was on January 31st , 1891 .
08-13 15:28 root         DEBUG    Ibsen was present at the world premiere , which took place on 31 January 1891 at the Residenztheater in Munich .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Meteora was created by Linkin Park .
08-13 15:28 root         DEBUG    Meteora is the second studio album by American rock band Linkin Park .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The San Diego Chargers is a team that Terry Crews played on .
08-13 15:28 root         DEBUG    In football , Crews played as a defensive end and linebacker in the National Football League -LRB- NFL -RRB- for the Los Angeles Rams , San Diego Chargers and Washington Redskins , as well as in the World League of American Football with Rhein Fire .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Ann Richards was the 45th Governor of Texas .
08-13 15:28 root         DEBUG    Dorothy Ann Willis Richards -LRB- September 1 , 1933 -- September 13 , 2006 -RRB- was an American politician and the 45th Governor of Texas from 1991 to 1995 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Kentucky is known for horse racing .
08-13 15:28 root         DEBUG    Kentucky is also known for horse racing , bourbon distilleries , coal , the historic site My Old Kentucky Home , automobile manufacturing , tobacco , bluegrass music , college basketball , and Kentucky Fried Chicken .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Nicholas Brody is a character on Homeland .
08-13 15:28 root         DEBUG    Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Glee.com was launched in February of 2017 by Community Connect Inc. . .
08-13 15:28 root         DEBUG    The site was launched in February 2007 by Community Connect Inc. .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Connie Nielsen acted in a Fox American television series .
08-13 15:28 root         DEBUG    She starred as Meredith Kane on the Starz TV series Boss -LRB- 2011 -- 2012 -RRB- and was a lead character in the second season of The Following . The second season of the Fox American television psychological thriller series The Following premiered on January 19 , 2014 and concluded on April 28 , 2014 , with a total of 15 episodes .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Melancholia stars Kirsten Dunst .
08-13 15:28 root         DEBUG    Melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by Lars von Trier and starring Kirsten Dunst , Charlotte Gainsbourg , Alexander Skarsgård , Cameron Spurr , and Kiefer Sutherland .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Kellyanne Conway has used the phrase `` alternative facts . ''
08-13 15:28 root         DEBUG    Since Trump 's inauguration , Conway has been embroiled in a series of controversies , including using the phrase `` alternative facts '' , making reference to a `` Bowling Green massacre '' that never occurred , claiming Michael Flynn had the full confidence of the president hours before he was dismissed , and publicly endorsing commercial products associated with the president 's daughter Ivanka Trump .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Winter 's Tale is the story of Mark Helprin .
08-13 15:28 root         DEBUG    Winter 's Tale is a 1983 novel by Mark Helprin .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Home for the Holidays stars a famous American actor .
08-13 15:28 root         DEBUG    The film stars Holly Hunter , Robert Downey Jr. , Anne Bancroft , Charles Durning , Dylan McDermott , Geraldine Chaplin , Steve Guttenberg , Cynthia Stevenson , Claire Danes , Austin Pendleton and David Strathairn . Anna Maria Louisa Italiano -LRB- September 17 , 1931 -- June 6 , 2005 -RRB- , known professionally as Anne Bancroft , was an American actress associated with the method acting school , having studied under Lee Strasberg . Charles Edward Durning -LRB- February 28 , 1923 -- December 24 , 2012 -RRB- was an American actor , with appearances in over 200 movies , television shows and plays . Holly Hunter -LRB- born March 20 , 1958 -RRB- is an American actress and producer .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Aarhus is 187 km north and west of Copenhagen .
08-13 15:28 root         DEBUG    It is located on the east coast of the Jutland peninsula , in the geographical centre of Denmark , 187 km northwest of Copenhagen and 289 km north of Hamburg , Germany .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Reign Over Me stars people .
08-13 15:28 root         DEBUG    The film stars Adam Sandler , Don Cheadle , Jada Pinkett Smith , Liv Tyler , Donald Sutherland , Saffron Burrows and Mike Binder himself .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Miranda Otto began her acting career at age 18 .
08-13 15:28 root         DEBUG    The daughter of actors Barry and Lindsay Otto , and the sister of actress Gracie Otto , Brisbane-born Miranda began her acting career at age 18 in 1986 , and has appeared in a variety of independent and major studio films .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    2 Hearts is a musical composition by Minogue .
08-13 15:28 root         DEBUG    `` 2 Hearts '' is a song recorded by Australian singer Kylie Minogue for her tenth studio album , X -LRB- 2007 -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The New Jersey Turnpike has zero shoulders .
08-13 15:28 root         DEBUG    The Turnpike has 12 ft lanes , 10 ft shoulders , 13 rest areas named after notable residents of New Jersey , and unusual exit signage that was considered the pinnacle of highway building in the 1950s .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Hezbollah received a type of training from Iran .
08-13 15:28 root         DEBUG    Its leaders were followers of Ayatollah Khomeini , and its forces were trained and organized by a contingent of 1,500 Revolutionary Guards that arrived from Iran with permission from the Syrian government , which was in occupation of Lebanon at the time .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Ice-T refused to ever make hip-hop music .
08-13 15:28 root         DEBUG    He began his career as a rapper in the 1980s and was signed to Sire Records in 1987 , when he released his debut album Rhyme Pays , one of the first hip-hop albums to carry an explicit content sticker .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Gettysburg Address is a speech .
08-13 15:28 root         DEBUG    Despite the speech 's prominent place in the history and popular culture of the United States , the exact wording and location of the speech are disputed .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    One Dance has always been banned in the Netherlands .
08-13 15:28 root         DEBUG    `` One Dance '' reached number one in 15 countries , including Australia , Canada , France , Germany , Ireland , the Netherlands , New Zealand , Switzerland , the United Kingdom , and the United States , becoming Drake 's first number-one single in all 15 countries as the lead artist .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Adidas designs items .
08-13 15:28 root         DEBUG    Adidas AG -LRB- -LSB- ˈadiˌdas -RSB- -RRB- -LRB- stylised as adidas since 1949 -RRB- is a German multinational corporation , headquartered in Herzogenaurach , Germany , that designs and manufactures shoes , clothing and accessories .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Konidela Production Company was established .
